"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Sao Tome and Principe","Area","2019","1000 ha","41.00",""
"Sao Tome and Principe","Area","2018","1000 ha","41.00",""
"Sao Tome and Principe","Area","2017","1000 ha","40.00",""
"Sao Tome and Principe","Area","2016","1000 ha","39.00",""
"Sao Tome and Principe","Area","2015","1000 ha","36.00",""
"Sao Tome and Principe","Area","2014","1000 ha","36.00",""
"Sao Tome and Principe","Area","2013","1000 ha","34.00",""
"Sao Tome and Principe","Area","2012","1000 ha","34.00",""
"Sao Tome and Principe","Area","2011","1000 ha","33.00",""
"Sao Tome and Principe","Area","2010","1000 ha","32.00",""
"Sao Tome and Principe","Area","2009","1000 ha","33.00",""
"Sao Tome and Principe","Area","2008","1000 ha","33.00",""
"Sao Tome and Principe","Area","2007","1000 ha","33.00",""
"Sao Tome and Principe","Area","2006","1000 ha","33.00",""
"Sao Tome and Principe","Area","2005","1000 ha","33.00",""
"Sao Tome and Principe","Area","2004","1000 ha","34.00",""
"Sao Tome and Principe","Area","2003","1000 ha","35.00",""
"Sao Tome and Principe","Area","2002","1000 ha","35.00",""
"Sao Tome and Principe","Area","2001","1000 ha","35.00",""
"Sao Tome and Principe","Area","2000","1000 ha","35.00",""
"Sao Tome and Principe","Area","1999","1000 ha","34.00",""
"Sao Tome and Principe","Area","1998","1000 ha","30.00",""
"Sao Tome and Principe","Area","1997","1000 ha","26.00",""
"Sao Tome and Principe","Area","1996","1000 ha","27.00",""
"Sao Tome and Principe","Area","1995","1000 ha","27.00",""
"Sao Tome and Principe","Area","1994","1000 ha","30.00",""
"Sao Tome and Principe","Area","1993","1000 ha","29.00",""
"Sao Tome and Principe","Area","1992","1000 ha","29.00",""
"Sao Tome and Principe","Area","1991","1000 ha","29.00",""
"Sao Tome and Principe","Area","1990","1000 ha","28.00",""
"Sao Tome and Principe","Area","1989","1000 ha","29.00",""
"Sao Tome and Principe","Area","1988","1000 ha","30.00",""
"Sao Tome and Principe","Area","1987","1000 ha","29.00",""
"Sao Tome and Principe","Area","1986","1000 ha","29.00",""
"Sao Tome and Principe","Area","1985","1000 ha","29.00",""
"Sao Tome and Principe","Area","1984","1000 ha","28.00",""
"Sao Tome and Principe","Area","1983","1000 ha","33.00",""
"Sao Tome and Principe","Area","1982","1000 ha","32.00",""
"Sao Tome and Principe","Area","1981","1000 ha","36.00",""
"Sao Tome and Principe","Area","1980","1000 ha","36.00",""
"Sao Tome and Principe","Area","1979","1000 ha","36.00",""
"Sao Tome and Principe","Area","1978","1000 ha","36.00",""
"Sao Tome and Principe","Area","1977","1000 ha","36.00",""
"Sao Tome and Principe","Area","1976","1000 ha","36.00",""
"Sao Tome and Principe","Area","1975","1000 ha","36.00",""
"Sao Tome and Principe","Area","1974","1000 ha","36.00",""
"Sao Tome and Principe","Area","1973","1000 ha","36.00",""
"Sao Tome and Principe","Area","1972","1000 ha","36.00",""
"Sao Tome and Principe","Area","1971","1000 ha","36.00",""
"Sao Tome and Principe","Area","1970","1000 ha","35.00",""
"Sao Tome and Principe","Area","1969","1000 ha","35.00",""
"Sao Tome and Principe","Area","1968","1000 ha","35.00",""
"Sao Tome and Principe","Area","1967","1000 ha","35.00",""
"Sao Tome and Principe","Area","1966","1000 ha","35.00",""
"Sao Tome and Principe","Area","1965","1000 ha","35.00",""
"Sao Tome and Principe","Area","1964","1000 ha","34.00",""
"Sao Tome and Principe","Area","1963","1000 ha","34.00",""
"Sao Tome and Principe","Area","1962","1000 ha","34.00",""
"Sao Tome and Principe","Area","1961","1000 ha","34.00",""
"Sao Tome and Principe","Share in Agricultural land","2021","%","100.00",""
"Sao Tome and Principe","Share in Agricultural land","2020","%","97.62",""
"Sao Tome and Principe","Share in Agricultural land","2019","%","97.62",""
"Sao Tome and Principe","Share in Agricultural land","2018","%","97.62",""
"Sao Tome and Principe","Share in Agricultural land","2017","%","97.56",""
"Sao Tome and Principe","Share in Agricultural land","2016","%","97.50",""
"Sao Tome and Principe","Share in Agricultural land","2015","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","2014","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","2013","%","97.14",""
"Sao Tome and Principe","Share in Agricultural land","2012","%","97.14",""
"Sao Tome and Principe","Share in Agricultural land","2011","%","97.06",""
"Sao Tome and Principe","Share in Agricultural land","2010","%","96.97",""
"Sao Tome and Principe","Share in Agricultural land","2009","%","97.06",""
"Sao Tome and Principe","Share in Agricultural land","2008","%","97.06",""
"Sao Tome and Principe","Share in Agricultural land","2007","%","97.06",""
"Sao Tome and Principe","Share in Agricultural land","2006","%","97.06",""
"Sao Tome and Principe","Share in Agricultural land","2005","%","97.06",""
"Sao Tome and Principe","Share in Agricultural land","2004","%","97.14",""
"Sao Tome and Principe","Share in Agricultural land","2003","%","97.22",""
"Sao Tome and Principe","Share in Agricultural land","2002","%","97.22",""
"Sao Tome and Principe","Share in Agricultural land","2001","%","97.22",""
"Sao Tome and Principe","Share in Agricultural land","2000","%","97.22",""
"Sao Tome and Principe","Share in Agricultural land","1999","%","97.14",""
"Sao Tome and Principe","Share in Agricultural land","1998","%","96.77",""
"Sao Tome and Principe","Share in Agricultural land","1997","%","96.30",""
"Sao Tome and Principe","Share in Agricultural land","1996","%","96.43",""
"Sao Tome and Principe","Share in Agricultural land","1995","%","96.43",""
"Sao Tome and Principe","Share in Agricultural land","1994","%","96.77",""
"Sao Tome and Principe","Share in Agricultural land","1993","%","96.67",""
"Sao Tome and Principe","Share in Agricultural land","1992","%","96.67",""
"Sao Tome and Principe","Share in Agricultural land","1991","%","96.67",""
"Sao Tome and Principe","Share in Agricultural land","1990","%","96.55",""
"Sao Tome and Principe","Share in Agricultural land","1989","%","96.67",""
"Sao Tome and Principe","Share in Agricultural land","1988","%","96.77",""
"Sao Tome and Principe","Share in Agricultural land","1987","%","96.67",""
"Sao Tome and Principe","Share in Agricultural land","1986","%","96.67",""
"Sao Tome and Principe","Share in Agricultural land","1985","%","96.67",""
"Sao Tome and Principe","Share in Agricultural land","1984","%","96.55",""
"Sao Tome and Principe","Share in Agricultural land","1983","%","97.06",""
"Sao Tome and Principe","Share in Agricultural land","1982","%","96.97",""
"Sao Tome and Principe","Share in Agricultural land","1981","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","1980","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","1979","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","1978","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","1977","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","1976","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","1975","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","1974","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","1973","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","1972","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","1971","%","97.30",""
"Sao Tome and Principe","Share in Agricultural land","1970","%","97.22",""
"Sao Tome and Principe","Share in Agricultural land","1969","%","97.22",""
"Sao Tome and Principe","Share in Agricultural land","1968","%","97.22",""
"Sao Tome and Principe","Share in Agricultural land","1967","%","97.22",""
"Sao Tome and Principe","Share in Agricultural land","1966","%","97.22",""
"Sao Tome and Principe","Share in Agricultural land","1965","%","97.22",""
"Sao Tome and Principe","Share in Agricultural land","1964","%","97.14",""
"Sao Tome and Principe","Share in Agricultural land","1963","%","97.14",""
"Sao Tome and Principe","Share in Agricultural land","1962","%","97.14",""
"Sao Tome and Principe","Share in Agricultural land","1961","%","97.14",""
"Sao Tome and Principe","Share in Land area","2021","%","43.75",""
"Sao Tome and Principe","Share in Land area","2020","%","42.71",""
"Sao Tome and Principe","Share in Land area","2019","%","42.71",""
"Sao Tome and Principe","Share in Land area","2018","%","42.71",""
"Sao Tome and Principe","Share in Land area","2017","%","41.67",""
"Sao Tome and Principe","Share in Land area","2016","%","40.63",""
"Sao Tome and Principe","Share in Land area","2015","%","37.50",""
"Sao Tome and Principe","Share in Land area","2014","%","37.50",""
"Sao Tome and Principe","Share in Land area","2013","%","35.42",""
"Sao Tome and Principe","Share in Land area","2012","%","35.42",""
"Sao Tome and Principe","Share in Land area","2011","%","34.38",""
"Sao Tome and Principe","Share in Land area","2010","%","33.33",""
"Sao Tome and Principe","Share in Land area","2009","%","34.38",""
"Sao Tome and Principe","Share in Land area","2008","%","34.38",""
"Sao Tome and Principe","Share in Land area","2007","%","34.38",""
"Sao Tome and Principe","Share in Land area","2006","%","34.38",""
"Sao Tome and Principe","Share in Land area","2005","%","34.38",""
"Sao Tome and Principe","Share in Land area","2004","%","35.42",""
"Sao Tome and Principe","Share in Land area","2003","%","36.46",""
"Sao Tome and Principe","Share in Land area","2002","%","36.46",""
"Sao Tome and Principe","Share in Land area","2001","%","36.46",""
"Sao Tome and Principe","Share in Land area","2000","%","36.46",""
"Sao Tome and Principe","Share in Land area","1999","%","35.42",""
"Sao Tome and Principe","Share in Land area","1998","%","31.25",""
"Sao Tome and Principe","Share in Land area","1997","%","27.08",""
"Sao Tome and Principe","Share in Land area","1996","%","28.13",""
"Sao Tome and Principe","Share in Land area","1995","%","28.13",""
"Sao Tome and Principe","Share in Land area","1994","%","31.25",""
"Sao Tome and Principe","Share in Land area","1993","%","30.21",""
"Sao Tome and Principe","Share in Land area","1992","%","30.21",""
"Sao Tome and Principe","Share in Land area","1991","%","30.21",""
"Sao Tome and Principe","Share in Land area","1990","%","29.17",""
"Sao Tome and Principe","Share in Land area","1989","%","30.21",""
"Sao Tome and Principe","Share in Land area","1988","%","31.25",""
"Sao Tome and Principe","Share in Land area","1987","%","30.21",""
"Sao Tome and Principe","Share in Land area","1986","%","30.21",""
"Sao Tome and Principe","Share in Land area","1985","%","30.21",""
"Sao Tome and Principe","Share in Land area","1984","%","29.17",""
"Sao Tome and Principe","Share in Land area","1983","%","34.38",""
"Sao Tome and Principe","Share in Land area","1982","%","33.33",""
"Sao Tome and Principe","Share in Land area","1981","%","37.50",""
"Sao Tome and Principe","Share in Land area","1980","%","37.50",""
"Sao Tome and Principe","Share in Land area","1979","%","37.50",""
"Sao Tome and Principe","Share in Land area","1978","%","37.50",""
"Sao Tome and Principe","Share in Land area","1977","%","37.50",""
"Sao Tome and Principe","Share in Land area","1976","%","37.50",""
"Sao Tome and Principe","Share in Land area","1975","%","37.50",""
"Sao Tome and Principe","Share in Land area","1974","%","37.50",""
"Sao Tome and Principe","Share in Land area","1973","%","37.50",""
"Sao Tome and Principe","Share in Land area","1972","%","37.50",""
"Sao Tome and Principe","Share in Land area","1971","%","37.50",""
"Sao Tome and Principe","Share in Land area","1970","%","36.46",""
"Sao Tome and Principe","Share in Land area","1969","%","36.46",""
"Sao Tome and Principe","Share in Land area","1968","%","36.46",""
"Sao Tome and Principe","Share in Land area","1967","%","36.46",""
"Sao Tome and Principe","Share in Land area","1966","%","36.46",""
"Sao Tome and Principe","Share in Land area","1965","%","36.46",""
"Sao Tome and Principe","Share in Land area","1964","%","35.42",""
"Sao Tome and Principe","Share in Land area","1963","%","35.42",""
"Sao Tome and Principe","Share in Land area","1962","%","35.42",""
"Sao Tome and Principe","Share in Land area","1961","%","35.42",""
"Sao Tome and Principe","Area per capita","2021","ha/cap","0.19",""
"Sao Tome and Principe","Area per capita","2020","ha/cap","0.19",""
"Sao Tome and Principe","Area per capita","2019","ha/cap","0.19",""
"Sao Tome and Principe","Area per capita","2018","ha/cap","0.19",""
"Sao Tome and Principe","Area per capita","2017","ha/cap","0.19",""
"Sao Tome and Principe","Area per capita","2016","ha/cap","0.19",""
"Sao Tome and Principe","Area per capita","2015","ha/cap","0.18",""
"Sao Tome and Principe","Area per capita","2014","ha/cap","0.18",""
"Sao Tome and Principe","Area per capita","2013","ha/cap","0.18",""
"Sao Tome and Principe","Area per capita","2012","ha/cap","0.18",""
"Sao Tome and Principe","Area per capita","2011","ha/cap","0.18",""
"Sao Tome and Principe","Area per capita","2010","ha/cap","0.18",""
"Sao Tome and Principe","Area per capita","2009","ha/cap","0.19",""
"Sao Tome and Principe","Area per capita","2008","ha/cap","0.19",""
"Sao Tome and Principe","Area per capita","2007","ha/cap","0.19",""
"Sao Tome and Principe","Area per capita","2006","ha/cap","0.20",""
"Sao Tome and Principe","Area per capita","2005","ha/cap","0.20",""
"Sao Tome and Principe","Area per capita","2004","ha/cap","0.22",""
"Sao Tome and Principe","Area per capita","2003","ha/cap","0.23",""
"Sao Tome and Principe","Area per capita","2002","ha/cap","0.23",""
"Sao Tome and Principe","Area per capita","2001","ha/cap","0.24",""
"Sao Tome and Principe","Area per capita","2000","ha/cap","0.24",""
"Sao Tome and Principe","Area per capita","1999","ha/cap","0.24",""
"Sao Tome and Principe","Area per capita","1998","ha/cap","0.21",""
"Sao Tome and Principe","Area per capita","1997","ha/cap","0.19",""
"Sao Tome and Principe","Area per capita","1996","ha/cap","0.20",""
"Sao Tome and Principe","Area per capita","1995","ha/cap","0.20",""
"Sao Tome and Principe","Area per capita","1994","ha/cap","0.23",""
"Sao Tome and Principe","Area per capita","1993","ha/cap","0.23",""
"Sao Tome and Principe","Area per capita","1992","ha/cap","0.23",""
"Sao Tome and Principe","Area per capita","1991","ha/cap","0.24",""
"Sao Tome and Principe","Area per capita","1990","ha/cap","0.23",""
"Sao Tome and Principe","Area per capita","1989","ha/cap","0.25",""
"Sao Tome and Principe","Area per capita","1988","ha/cap","0.26",""
"Sao Tome and Principe","Area per capita","1987","ha/cap","0.26",""
"Sao Tome and Principe","Area per capita","1986","ha/cap","0.27",""
"Sao Tome and Principe","Area per capita","1985","ha/cap","0.27",""
"Sao Tome and Principe","Area per capita","1984","ha/cap","0.27",""
"Sao Tome and Principe","Area per capita","1983","ha/cap","0.32",""
"Sao Tome and Principe","Area per capita","1982","ha/cap","0.32",""
