"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"CANADA","SASKATOON A , SK","71866","04057120","1892-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198930","","196826","","191730","","199126","","190930","","198324","","190430","","194503","","193111","","192412","","190901","","195627","","-9999","","-9999",""
"CANADA","SASKATOON A , SK","71866","04057120","1892-1990","","Mean Monthly Value","mm","0.5","","0.2","","1.4","","11.0","","41.7","","63.4","","58.0","","36.8","","30.2","","7.5","","2.2","","0.8","","253.8","","253.7",""
"CANADA","SASKATOON A , SK","71866","04057120","1892-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","SASKATOON A , SK","71866","04057120","1892-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","THE PAS A , MB","71867","05052880","1943-1990","","Mean Daily Value","mm","0.1","","0.3","","1.3","","6.1","","12.3","","20.5","","20.5","","24.2","","21.3","","12.0","","1.9","","0.3","","34.9","","-9999.9","1"
"CANADA","THE PAS A , MB","71867","05052880","1943-1990","","Maximum Daily Value","mm","2.5","","7.7","","11.1","","33.8","","39.4","","53.1","","56.6","","68.3","","53.3","","39.2","","15.4","","2.8","","68.3","","-9999.9","1"
"CANADA","THE PAS A , MB","71867","05052880","1943-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196824","","198120","","198130","","197319","","195204","","198926","","194615","","194913","","195302","","198112","","198307","","198707","","-9999","","-9999",""
"CANADA","THE PAS A , MB","71867","05052880","1943-1990","","Mean Monthly Value","mm","0.1","","0.3","","1.6","","9.3","","28.7","","62.8","","69.1","","65.0","","56.6","","26.8","","2.6","","0.3","","323.3","","323.2",""
"CANADA","THE PAS A , MB","71867","05052880","1943-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","THE PAS A , MB","71867","05052880","1943-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","PRINCE ALBERT A , SK","71869","04056240","1942-1990","","Mean Daily Value","mm","0.7","","0.3","","0.5","","5.8","","15.7","","23.0","","25.2","","20.1","","14.7","","5.3","","1.5","","0.6","","38.0","","-9999.9","1"
"CANADA","PRINCE ALBERT A , SK","71869","04056240","1942-1990","","Maximum Daily Value","mm","9.4","","2.1","","10.2","","40.6","","53.1","","56.0","","74.2","","70.4","","41.1","","20.3","","13.7","","5.6","","74.2","","-9999.9","1"
"CANADA","PRINCE ALBERT A , SK","71869","04056240","1942-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196824","","197821","","195831","","195723","","196830","","197810","","194406","","197409","","197312","","195915","","198301","","196915","","-9999","","-9999",""
"CANADA","PRINCE ALBERT A , SK","71869","04056240","1942-1990","","Mean Monthly Value","mm","0.7","","0.3","","0.7","","12.4","","38.5","","66.9","","72.1","","58.6","","37.0","","12.1","","2.2","","0.7","","302.3","","302.2",""
"CANADA","PRINCE ALBERT A , SK","71869","04056240","1942-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","PRINCE ALBERT A , SK","71869","04056240","1942-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","SWIFT CURRENT A , SK","71870","04028040","1938-1990","","Mean Daily Value","mm","1.1","","0.5","","0.6","","5.3","","16.0","","20.0","","17.6","","13.8","","12.6","","4.2","","1.3","","0.7","","29.5","","-9999.9","1"
"CANADA","SWIFT CURRENT A , SK","71870","04028040","1938-1990","","Maximum Daily Value","mm","7.6","","6.4","","5.0","","21.8","","36.4","","65.8","","45.7","","45.7","","39.4","","15.7","","10.4","","7.6","","65.8","","-9999.9","1"
"CANADA","SWIFT CURRENT A , SK","71870","04028040","1938-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198517","","198923","","198130","","196930","","198913","","196624","","195009","","194607","","196712","","194405","","196722","","197714","","-9999","","-9999",""
"CANADA","SWIFT CURRENT A , SK","71870","04028040","1938-1990","","Mean Monthly Value","mm","1.2","","0.6","","0.8","","10.8","","38.7","","66.8","","48.9","","38.2","","29.4","","9.3","","1.8","","0.9","","247.5","","247.4",""
"CANADA","SWIFT CURRENT A , SK","71870","04028040","1938-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","SWIFT CURRENT A , SK","71870","04028040","1938-1990","15","Number of Years used to Calculate Normal","mm","29","","30","","30","","30","","30","","30","","30","","29","","29","","29","","28","","30","","-9999.9","1","-9999.9","1"
"CANADA","MEDICINE HAT A , AB","71872","03034480","1883-1990","","Mean Daily Value","mm","0.5","","0.2","","2.1","","6.8","","15.4","","23.2","","15.9","","12.3","","15.3","","4.3","","1.8","","0.7","","35.0","","-9999.9","1"
"CANADA","MEDICINE HAT A , AB","71872","03034480","1883-1990","","Maximum Daily Value","mm","5.1","","5.1","","24.9","","24.6","","40.1","","71.6","","57.4","","121.9","","118.6","","42.4","","22.1","","11.2","","121.9","","-9999.9","1"
"CANADA","MEDICINE HAT A , AB","71872","03034480","1883-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","191709","","189626","","189528","","199127","","190103","","196807","","196625","","192714","","194022","","191404","","188426","","190001","","-9999","","-9999",""
"CANADA","MEDICINE HAT A , AB","71872","03034480","1883-1990","","Mean Monthly Value","mm","0.5","","0.2","","2.9","","12.5","","40.0","","56.4","","40.9","","30.6","","34.2","","8.7","","2.3","","0.8","","230.0","","230.0",""
"CANADA","MEDICINE HAT A , AB","71872","03034480","1883-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","-9999.9","1","-9999.9","1"
"CANADA","MEDICINE HAT A , AB","71872","03034480","1883-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","29","","29","","-9999.9","1","-9999.9","1"
"CANADA","LETHBRIDGE A , AB","71874","03033880","1938-1990","","Mean Daily Value","mm","0.2","","0.2","","1.3","","7.7","","18.5","","24.2","","19.6","","18.4","","16.3","","3.4","","0.9","","0.4","","39.6","","-9999.9","1"
"CANADA","LETHBRIDGE A , AB","71874","03033880","1938-1990","","Maximum Daily Value","mm","3.3","","6.9","","7.6","","53.1","","85.4","","71.9","","63.5","","68.6","","69.0","","36.6","","6.8","","8.1","","85.4","","-9999.9","1"
"CANADA","LETHBRIDGE A , AB","71874","03033880","1938-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","194821","","195825","","194523","","195130","","198023","","196322","","198201","","197822","","198512","","194602","","198605","","193920","","-9999","","-9999",""
"CANADA","LETHBRIDGE A , AB","71874","03033880","1938-1990","","Mean Monthly Value","mm","0.2","","0.2","","2.1","","14.6","","46.8","","66.1","","45.3","","42.9","","36.9","","6.4","","1.0","","0.4","","262.9","","262.9",""
"CANADA","LETHBRIDGE A , AB","71874","03033880","1938-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","LETHBRIDGE A , AB","71874","03033880","1938-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","NORTH BATTLEFORD A , SK","71876","04045600","1942-1990","","Mean Daily Value","mm","0.7","","0.1","","1.0","","6.5","","13.9","","21.9","","20.9","","19.2","","12.5","","4.2","","1.5","","0.8","","35.1","","-9999.9","1"
"CANADA","NORTH BATTLEFORD A , SK","71876","04045600","1942-1990","","Maximum Daily Value","mm","6.0","","3.8","","6.9","","25.8","","46.0","","92.7","","69.3","","64.8","","39.6","","26.7","","6.9","","6.9","","92.7","","-9999.9","1"
"CANADA","NORTH BATTLEFORD A , SK","71876","04045600","1942-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198124","","195303","","196826","","199127","","194930","","196526","","194406","","194424","","197219","","194602","","195214","","195431","","-9999","","-9999",""
"CANADA","NORTH BATTLEFORD A , SK","71876","04045600","1942-1990","","Mean Monthly Value","mm","0.7","","0.1","","1.3","","12.4","","35.7","","64.2","","68.2","","49.3","","28.7","","7.6","","2.1","","0.8","","271.0","","271.1",""
"CANADA","NORTH BATTLEFORD A , SK","71876","04045600","1942-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","NORTH BATTLEFORD A , SK","71876","04045600","1942-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","CALGARY INT'L A , AB","71877","03031093","1881-1990","","Mean Daily Value","mm","0.2","","0.2","","0.9","","5.2","","14.8","","23.8","","21.4","","18.8","","18.8","","3.9","","0.5","","0.1","","38.1","","-9999.9","1"
"CANADA","CALGARY INT'L A , AB","71877","03031093","1881-1990","","Maximum Daily Value","mm","7.6","","6.4","","23.4","","37.1","","65.0","","79.2","","95.3","","80.8","","92.6","","45.7","","5.6","","6.4","","95.3","","-9999.9","1"
"CANADA","CALGARY INT'L A , AB","71877","03031093","1881-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","190207","","188526","","191023","","191230","","190218","","193201","","192715","","194525","","198512","","191501","","194811","","188503","","-9999","","-9999",""
"CANADA","CALGARY INT'L A , AB","71877","03031093","1881-1990","","Mean Monthly Value","mm","0.2","","0.2","","1.5","","9.2","","43.9","","76.7","","69.9","","48.7","","42.7","","6.4","","0.6","","0.1","","300.3","","300.1",""
"CANADA","CALGARY INT'L A , AB","71877","03031093","1881-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CALGARY INT'L A , AB","71877","03031093","1881-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","29","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","RED DEER A , AB","71878","03025480","1938-1990","","Mean Daily Value","mm","1.0","","0.6","","1.0","","5.5","","15.2","","25.1","","27.2","","20.1","","18.7","","6.2","","0.8","","0.2","","40.4","","-9999.9","1"
"CANADA","RED DEER A , AB","71878","03025480","1938-1990","","Maximum Daily Value","mm","13.2","","7.2","","10.7","","48.0","","46.2","","99.6","","85.3","","124.2","","62.5","","21.1","","4.3","","8.1","","124.2","","-9999.9","1"
"CANADA","RED DEER A , AB","71878","03025480","1938-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197107","","198923","","195926","","195130","","198106","","197030","","194916","","193807","","196904","","197005","","196605","","194005","","-9999","","-9999",""
"CANADA","RED DEER A , AB","71878","03025480","1938-1990","","Mean Monthly Value","mm","1.1","","0.6","","1.4","","9.3","","45.2","","85.4","","88.0","","64.8","","50.4","","11.2","","1.2","","0.3","","358.9","","358.9",""
"CANADA","RED DEER A , AB","71878","03025480","1938-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","RED DEER A , AB","71878","03025480","1938-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","29","","30","","30","","30","","30","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","EDMONTON MUNICIPAL A , AB","71879","03012208","1937-1990","","Mean Daily Value","mm","1.6","","0.5","","1.4","","5.7","","13.4","","25.7","","31.3","","21.1","","15.5","","5.0","","1.3","","0.6","","44.1","","-9999.9","1"
"CANADA","EDMONTON MUNICIPAL A , AB","71879","03012208","1937-1990","","Maximum Daily Value","mm","9.4","","4.1","","6.6","","27.2","","43.9","","80.0","","114.0","","59.7","","51.3","","23.0","","8.9","","5.8","","114.0","","-9999.9","1"
"CANADA","EDMONTON MUNICIPAL A , AB","71879","03012208","1937-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196514","","197716","","195530","","194020","","199113","","197426","","195331","","197601","","196904","","198108","","195605","","195110","","-9999","","-9999",""
"CANADA","EDMONTON MUNICIPAL A , AB","71879","03012208","1937-1990","","Mean Monthly Value","mm","2.0","","0.8","","2.0","","9.9","","40.5","","79.8","","94.3","","67.0","","39.9","","10.0","","2.2","","0.9","","349.3","","349.3",""
"CANADA","EDMONTON MUNICIPAL A , AB","71879","03012208","1937-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","EDMONTON MUNICIPAL A , AB","71879","03012208","1937-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CRANBROOK A , BC","71880","01152102","1968-1990","","Mean Daily Value","mm","2.0","","2.4","","3.6","","8.9","","14.9","","15.4","","12.4","","12.4","","9.8","","6.8","","6.3","","3.7","","22.2","","-9999.9","1"
"CANADA","CRANBROOK A , BC","71880","01152102","1968-1990","","Maximum Daily Value","mm","9.1","","14.4","","10.4","","31.5","","53.1","","43.2","","28.6","","23.9","","25.4","","23.0","","17.5","","12.7","","53.1","","-9999.9","1"
"CANADA","CRANBROOK A , BC","71880","01152102","1968-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197414","","198119","","198421","","197828","","196822","","197616","","198122","","197410","","198506","","198021","","197420","","196810","","-9999","","-9999",""
"CANADA","CRANBROOK A , BC","71880","01152102","1968-1990","","Mean Monthly Value","mm","3.7","","3.6","","7.2","","22.0","","43.0","","50.5","","31.6","","34.4","","31.1","","15.0","","15.0","","7.2","","264.2","","264.3",""
"CANADA","CRANBROOK A , BC","71880","01152102","1968-1990","06","Number of Years used to Calculate Normal","mm","22","","22","","23","","23","","23","","23","","23","","23","","23","","23","","23","","23","","-9999.9","1","-9999.9","1"
"CANADA","CRANBROOK A , BC","71880","01152102","1968-1990","15","Number of Years used to Calculate Normal","mm","22","","22","","23","","22","","23","","23","","23","","23","","22","","21","","22","","23","","-9999.9","1","-9999.9","1"
"CANADA","EDSON A , AB","71881","03062244","1970-1990","","Mean Daily Value","mm","1.2","","0.2","","2.1","","5.6","","16.9","","30.5","","31.9","","20.6","","17.7","","5.9","","1.7","","0.5","","-9999.9","1","-9999.9","1"
"CANADA","EDSON A , AB","71881","03062244","1970-1990","","Maximum Daily Value","mm","5.2","","1.8","","9.2","","15.7","","46.8","","53.8","","72.7","","42.4","","41.2","","14.0","","13.0","","4.1","","72.7","","-9999.9","1"
"CANADA","EDSON A , AB","71881","03062244","1970-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198627","","198027","","198627","","197426","","197705","","197114","","198617","","198902","","198406","","197207","","197119","","197616","","-9999","","-9999",""
